"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30018924",0,0.374879376519684,0.345,0.003,0,17,NA,"Epidermis"
"SMED30019001",1.43293587843111e-114,0.265036071936383,0.31,0.067,4.82455180908969e-110,79,"Ras-specific guanine nucleotide-releasing factor 2","Neural"
"SMED30019001",9.43207888916628e-190,0.254551099959285,0.312,0.066,3.17568664119339e-185,61,"Ras-specific guanine nucleotide-releasing factor 2","Neural"
"SMED30019039",0,0.386059936107643,0.406,0.047,0,9,"Metalloendopeptidase","Muscle"
"SMED30019101",0,0.309910287496146,0.336,0.027,0,37,"Dipeptidyl-peptidase 6","Neural"
"SMED30019103",0,0.272375654125077,0.315,0.049,0,37,"Tetraspanin","Neural"
"SMED30019141",0,0.276940705351285,0.322,0.068,0,27,"1-phosphatidylinositol 3-phosphate 5-kinase","Cathepsin"
"SMED30019154",0,0.391886616657565,0.297,0.003,0,17,"Glycine amidinotransferase mitochondrial","Epidermis"
"SMED30019167",7.43330520923545e-261,0.257321267274574,0.358,0.118,2.50271953089748e-256,31,"Dedicator of cytokinesis protein 9","Cathepsin"
"SMED30019187",0,0.681278070830723,0.553,0.052,0,2,"Growth regulation by estrogen in breast cancer 1","Epidermis"
"SMED30019342",0,0.370865324233079,0.394,0.031,0,26,"SH3 and multiple ankyrin repeat domains protein 3","Neural"
"SMED30019357",0,0.280999329402288,0.182,0.001,0,69,"Ast4 protein","Parenchymal"
"SMED30019358",0,0.342493279650189,0.33,0.03,0,48,"Cadherin","Neural"
"SMED30019373",2.48994521067924e-293,0.375833160727031,0.515,0.218,8.38339652983593e-289,28,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",1.24267615303483e-116,0.309920665574727,0.49,0.219,4.18396633965298e-112,53,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",1.06100679631009e-127,0.301692610646928,0.445,0.219,3.57230378249643e-123,38,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",6.42339092653396e-184,0.395395393153742,0.535,0.219,2.16269149105472e-179,48,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",5.49045140342331e-103,0.293835632415466,0.48,0.219,1.8485800830186e-98,54,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.61706905772791,0.647,0.206,0,8,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",3.78221976048393e-76,0.289452752191455,0.438,0.22,1.27343557115733e-71,56,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",2.73847788134129e-128,0.308061840503872,0.489,0.219,9.220181178688e-124,47,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",5.76909779008848e-181,0.357133707751683,0.551,0.219,1.94239753494489e-176,51,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",4.01132866706358e-53,0.545245579651308,0.597,0.22,1.35057424891364e-48,87,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",2.97342008486435e-135,0.569572664616425,0.643,0.22,1.00112080837298e-130,81,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.314960950802161,0.562,0.216,0,20,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",4.70724585538605e-163,0.356423351342944,0.566,0.219,1.58488260704993e-158,58,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",6.72930049618103e-89,0.279816258678893,0.499,0.22,2.26568818405919e-84,61,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",8.73230623407614e-33,0.253820755726162,0.493,0.22,2.9400801859511e-28,85,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",5.37864458634441e-87,0.257984473590428,0.486,0.22,1.8109358457763e-82,60,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",2.18767900814656e-251,0.32737818178653,0.508,0.218,7.36569645252864e-247,29,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",7.76333536761027e-84,0.390249632304991,0.557,0.22,2.6138373849207e-79,79,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.300123851587197,0.547,0.214,0,12,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.637443844865341,0.674,0.218,0,49,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.593041697121992,0.696,0.216,0,26,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019373",0,0.361562628674087,0.561,0.208,0,7,"ELKS:Rab6 interacting:CAST family","Neural"
"SMED30019399",0,0.394393210832659,0.427,0.051,0,35,"Gtpase activating rap/ran gap domain like protein 3","Neural"
"SMED30019399",7.81463226487204e-253,0.369385097126367,0.321,0.053,2.63110853725977e-248,65,"Gtpase activating rap/ran gap domain like protein 3","Neural"
"SMED30019424",0,0.426868741688473,0.443,0.001,0,84,NA,"Parenchymal"
"SMED30019471",0,0.43851582652855,0.524,0.075,0,52,"Synaptotagmin-1","Neural"
"SMED30019471",0,0.382777842078304,0.43,0.076,0,49,"Synaptotagmin-1","Neural"
"SMED30019509",0,0.292324279812312,0.272,0.001,0,42,NA,"Parenchymal"
"SMED30019531",0,0.31238819825439,0.428,0.113,0,12,"NPHP6","Neural"
"SMED30019531",0,0.331815365452159,0.441,0.108,0,7,"NPHP6","Neural"
"SMED30019531",1.33312353527435e-263,0.252152540397145,0.378,0.118,4.4884936309152e-259,35,"NPHP6","Neural"
"SMED30019531",0,0.311905577773069,0.436,0.116,0,20,"NPHP6","Neural"
"SMED30019592",0,0.303473020864189,0.326,0.036,0,3,"Guanylate cyclase","Protonephridia"
"SMED30019599",0,0.342845713317316,0.307,0.002,0,60,NA,"Neural"
"SMED30019616",0,0.260508901884071,0.246,0.008,0,51,"Doublesex-and mab-3-related transcription factor","Neural"
"SMED30019616",0,0.276694735559811,0.274,0.008,0,54,"Doublesex-and mab-3-related transcription factor","Neural"
"SMED30019668",0,0.732914832446551,0.621,0.148,0,27,"Proactivator polypeptide","Cathepsin"
"SMED30019668",1.24532853607086e-119,0.256357805265435,0.362,0.151,4.19289664809698e-115,45,"Proactivator polypeptide","Cathepsin"
"SMED30019668",0.000653602025505566,0.281898920586113,0.197,0.152,1,80,"Proactivator polypeptide","Pharynx"
"SMED30019668",0,0.572142727073364,0.56,0.149,0,31,"Proactivator polypeptide","Cathepsin"
"SMED30019668",0,1.1424458407617,0.503,0.139,0,6,"Proactivator polypeptide","Intestine"
"SMED30019680",0,0.393431841770017,0.274,0,0,69,"mmp2 protein","Parenchymal"
"SMED30019771",0,0.525178026677737,0.492,0.046,0,10,"Ammonium transporter Rh type B","Cathepsin"
"SMED30019803",0,0.346658987945621,0.368,0.06,0,4,NA,"Stem Cells"
"SMED30019810",0,0.253690877017247,0.252,0.001,0,31,"Protein tyrosine phosphatase receptor type B","Cathepsin"
"SMED30019862",0,0.359142922432132,0.384,0.047,0,37,"Tyrosine-protein phosphatase","Neural"
"SMED30019862",0,0.255059068567013,0.309,0.048,0,52,"Tyrosine-protein phosphatase","Neural"
"SMED30019886",3.64492875009641e-101,0.315735386462523,0.429,0.215,1.22721106086996e-96,45,"BCL3-1","Cathepsin"
"SMED30019908",0,1.26803571520264,0.61,0.049,0,7,"PKD1L-3","Neural"
"SMED30019930",0,0.512986485047269,0.323,0.001,0,69,"mmp1 protein","Parenchymal"
"SMED30019945",0,0.28113310203806,0.209,0.008,0,45,"Granulins","Cathepsin"
"SMED30019948",0,1.37405107710827,1,0.002,0,82,NA,"Parenchymal"
"SMED30019959",0,0.296402621147276,0.436,0.178,0,4,"NADH dehydrogenase subunit 4","Stem Cells"
"SMED30019972",0,0.339552689117162,0.354,0.041,0,12,"Kinesin-like protein","Neural"
"SMED30020058",0,0.473647459974817,0.402,0.041,0,10,"Basement membrane-specific heparan sulfate proteoglycan core protein","Cathepsin"
"SMED30020058",0,0.59217084024468,0.414,0.036,0,5,"Basement membrane-specific heparan sulfate proteoglycan core protein","Cathepsin"
"SMED30020058",5.07492475674022e-290,0.406028066233566,0.276,0.048,1.70867641634687e-285,55,"Basement membrane-specific heparan sulfate proteoglycan core protein","Cathepsin"
"SMED30020116",0,0.462432867043004,0.402,0.003,0,31,"Tyrosine phosphatase, receptor type, B, putative","Cathepsin"
"SMED30020158",0,0.341488135851188,0.404,0.092,0,24,"Talin-1","Muscle"
"SMED30020158",0,0.321619841401861,0.372,0.068,0,0,"Talin-1","Muscle"
"SMED30020209",0,0.468397911506351,0.443,0.057,0,60,"Synaptotagmin-1","Neural"
"SMED30020209",4.01510022808904e-279,0.316633686620911,0.339,0.057,1.3518440957953e-274,61,"Synaptotagmin-1","Neural"
"SMED30020209",0,0.292254463162154,0.333,0.055,0,19,"Synaptotagmin-1","Neural"
"SMED30020209",0,0.518712490959225,0.404,0.057,0,59,"Synaptotagmin-1","Neural"
"SMED30020209",0,0.266900973781611,0.326,0.057,0,54,"Synaptotagmin-1","Neural"
"SMED30020209",0,0.547680872865724,0.474,0.057,0,48,"Synaptotagmin-1","Neural"
"SMED30020209",2.41587568455234e-274,0.458455669658211,0.412,0.058,8.13401184231926e-270,79,"Synaptotagmin-1","Neural"
"SMED30020209",8.82795951350888e-90,0.380665255498369,0.358,0.058,2.9722856886033e-85,87,"Synaptotagmin-1","Neural"
"SMED30020209",0,1.58688543894949,0.829,0.051,0,26,"Synaptotagmin-1","Neural"
"SMED30020220",0,0.3437302992718,0.231,0.055,0,23,"Sodium/potassium-transporting ATPase subunit alpha","Protonephridia"
"SMED30020220",0,0.325398036954973,0.319,0.033,0,2,"Sodium/potassium-transporting ATPase subunit alpha","Epidermis"
"SMED30020234",1.55445472253485e-305,0.32494098640221,0.329,0.058,5.23369360530259e-301,58,"Kinase D-interacting substrate of 220 kDa","Neural"
"SMED30020296",1.88710401544831e-88,-0.390287734349073,0.101,0.157,6.35369050961291e-84,4,"Microsomal triglyceride transfer protein large subunit","Stem Cells"
"SMED30020296",1.81900989894802e-14,-0.341888826810255,0.124,0.154,6.1244244287681e-10,11,"Microsomal triglyceride transfer protein large subunit","Protonephridia"
"SMED30020296",0.00166422446828346,-0.304617516900005,0.124,0.154,1,48,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",9.29055486204432e-09,-0.371261294762197,0.099,0.154,0.00031280369165017,51,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.1763689607359e-09,-0.315597617451664,0.105,0.154,3.96071665390171e-05,37,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",4.10607550025221e-60,-0.384757537966108,0.099,0.156,1.38247456017992e-55,8,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.0497867004327187,-0.284227926663142,0.137,0.154,1,49,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.63921200546968e-06,-0.299110136747174,0.124,0.154,0.0551906290121585,22,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30020296",0.37885918288851,-0.251117430881222,0.149,0.154,1,18,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",4.41579973969761e-23,-0.370085164999772,0.091,0.154,1.48675561435879e-18,24,"Microsomal triglyceride transfer protein large subunit","Muscle"
"SMED30020296",0.008645646326232,-0.324330716981748,0.114,0.154,1,81,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.13102035140111e-215,-0.414558353923389,0.091,0.16,3.8080324211324e-211,0,"Microsomal triglyceride transfer protein large subunit","Muscle"
"SMED30020296",7.7871585939366e-15,-0.353770364573777,0.11,0.154,2.62185842699252e-10,20,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.13378646778117e-08,-0.327515846017488,0.098,0.154,0.000381734565837241,52,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.0263104514883492,-0.313769610636739,0.123,0.154,1,75,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",5.77167596397103e-09,-0.354581707893117,0.109,0.154,0.000194326558030941,35,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",7.76205161937478e-06,-0.347653211812263,0.11,0.154,0.26134051597273,56,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",5.34705105210914e-11,-0.342782515919101,0.112,0.154,1.80029861873463e-06,26,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",3.36739978272734e-10,-0.311981528895401,0.135,0.154,1.13376983284647e-05,5,"Microsomal triglyceride transfer protein large subunit","Cathepsin"
"SMED30020296",0.00777977723881535,-0.30044090917194,0.122,0.154,1,65,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.39415595436475e-23,-0.347796511902233,0.101,0.154,4.69398368275069e-19,17,"Microsomal triglyceride transfer protein large subunit","Epidermis"
"SMED30020296",0.0219633634323345,-0.319222870632328,0.12,0.154,1,77,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",2.3976587834539e-05,-0.33047698434613,0.118,0.154,0.807267735801094,41,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.0466680127947481,-0.309343927175728,0.132,0.154,1,61,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.387700386695685,-0.275979244186407,0.15,0.154,1,23,"Microsomal triglyceride transfer protein large subunit","Protonephridia"
"SMED30020296",0.000155247306366411,-0.326444708639033,0.122,0.154,1,42,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30020296",1.45676925565036e-08,-0.354495745278466,0.096,0.154,0.00049047964068492,54,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",8.80065308704253e-05,-0.322985998069224,0.128,0.154,1,28,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",2.81749113975667e-09,-0.320111227373784,0.121,0.154,9.48621091844675e-05,19,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.00661895721693381,-0.338773514139386,0.127,0.154,1,60,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.000286928945998096,-0.315545924987437,0.115,0.154,1,59,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",4.75190595817986e-07,-0.35963440114544,0.107,0.154,0.0159991921705958,47,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",6.74529737312202e-08,-0.410031381599387,0.081,0.154,0.00227107417255645,73,"Microsomal triglyceride transfer protein large subunit","Protonephridia"
"SMED30020296",0.320398320739092,-0.302731141990965,0.144,0.154,1,70,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",5.59473902749643e-29,-0.36739653172335,0.103,0.155,1.88369268316777e-24,13,"Microsomal triglyceride transfer protein large subunit","Epidermis"
"SMED30020296",0.00047102332045616,-0.325158240063859,0.112,0.154,1,63,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.00344159771272741,-0.315599417543919,0.131,0.154,1,38,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.798390413669689,-0.251984301514061,0.157,0.154,1,43,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30020296",0.0595633228591643,-0.286302459018197,0.133,0.154,1,62,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.01023156478294e-49,-0.373660836379087,0.106,0.155,3.40134865546767e-45,7,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",2.65682848576384e-82,-0.387621230064449,0.105,0.156,8.94527582871827e-78,3,"Microsomal triglyceride transfer protein large subunit","Protonephridia"
"SMED30020296",8.80016428347802e-06,-0.31571302041731,0.122,0.154,0.296292731260421,31,"Microsomal triglyceride transfer protein large subunit","Cathepsin"
"SMED30020296",5.64786680974085e-28,-0.369920394667248,0.108,0.155,1.90158027617165e-23,12,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.0822056124128173,-0.325785681923407,0.115,0.154,1,87,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.50721850384182e-05,-0.328416229141115,0.124,0.154,0.507465398058502,29,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.000127798407654288,-0.405837011479106,0.084,0.154,1,85,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.52619036964018e-78,-0.403073887384064,0.086,0.156,5.13853035554152e-74,9,"Microsomal triglyceride transfer protein large subunit","Muscle"
"SMED30020296",0.0162272199376621,-0.297812143053904,0.13,0.154,1,53,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",1.13302762526308e-05,-0.252877715909224,0.095,0.154,0.381479071149826,66,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30020296",1.01493185389028e-07,-0.333241625773119,0.118,0.154,0.0034171740588632,27,"Microsomal triglyceride transfer protein large subunit","Cathepsin"
"SMED30020296",0.00243823726336418,-0.346627533857219,0.109,0.154,1,79,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.000123120828263996,-0.350638377548723,0.103,0.154,1,71,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0,2.41724844784197,0.744,0.132,0,6,"Microsomal triglyceride transfer protein large subunit","Intestine"
"SMED30020296",0.000942658325464656,-0.280230503704745,0.095,0.154,1,84,"Microsomal triglyceride transfer protein large subunit","Parenchymal"
"SMED30020296",8.78869247158945e-14,-0.338836235747257,0.126,0.154,2.95906486825945e-09,10,"Microsomal triglyceride transfer protein large subunit","Cathepsin"
"SMED30020296",0.980952751227289,-0.263145575268975,0.158,0.154,1,80,"Microsomal triglyceride transfer protein large subunit","Pharynx"
"SMED30020296",0.877339956454001,-0.266334618077279,0.157,0.154,1,21,"Microsomal triglyceride transfer protein large subunit","Epidermis"
"SMED30020296",4.53918845434484e-22,-0.34705161717746,0.138,0.155,1.52829936069336e-17,2,"Microsomal triglyceride transfer protein large subunit","Epidermis"
"SMED30020296",9.712218474742e-07,-0.355588198697635,0.102,0.154,0.0327000683826089,58,"Microsomal triglyceride transfer protein large subunit","Neural"
"SMED30020296",0.69961494523616,-0.269810121922251,0.159,0.154,1,15,"Microsomal triglyceride transfer protein large subunit","Intestine"
"SMED30020306",0,1.13653854077309,0.637,0.084,0,2,NA,"Epidermis"
"SMED30020306",6.24755424536618e-07,-0.250721143993623,0.039,0.13,0.0210348903887234,86,NA,"Neural"
"SMED30020306",7.12511781657645e-235,-0.257750102468193,0.045,0.134,2.39895591766312e-230,4,NA,"Stem Cells"
"SMED30020306",1.78950243985832e-52,0.42774421693826,0.277,0.129,6.02507576475896e-48,57,NA,"Parenchymal"
"SMED30020306",0,0.562400599453404,0.412,0.126,0,21,NA,"Epidermis"
"SMED30020371",3.80531278340263e-97,-0.31025159894207,0.143,0.254,1.28121076104383e-92,12,"Hemicentin 1","Neural"
"SMED30020371",0,0.556168288527787,0.655,0.248,0,24,"Hemicentin 1","Muscle"
"SMED30020371",1.90034170901211e-34,-0.344017571153073,0.123,0.252,6.39826050007286e-30,42,"Hemicentin 1","Parenchymal"
"SMED30020371",4.13311175650574e-23,-0.351355550382917,0.134,0.252,1.39157739729792e-18,56,"Hemicentin 1","Neural"
"SMED30020371",1.35776033156689e-24,-0.257283020992507,0.154,0.252,4.57144326035258e-20,37,"Hemicentin 1","Neural"
"SMED30020371",1.09228173297117e-115,-0.327845534890682,0.141,0.254,3.67760336674064e-111,11,"Hemicentin 1","Protonephridia"
"SMED30020371",1.51306653171269e-22,-0.328382277626372,0.135,0.252,5.09434370562347e-18,53,"Hemicentin 1","Neural"
"SMED30020371",2.19240192902421e-223,-0.3648215758524,0.122,0.256,7.38159805483162e-219,8,"Hemicentin 1","Neural"
"SMED30020371",4.56238956037779e-07,-0.252633812709842,0.16,0.252,0.015361109410836,81,"Hemicentin 1","Neural"
"SMED30020371",8.61709301652662e-30,-0.292286964067095,0.146,0.252,2.90128904773435e-25,35,"Hemicentin 1","Neural"
"SMED30020371",1.38080357549303e-114,-0.351034505437583,0.128,0.254,4.64902755832747e-110,13,"Hemicentin 1","Epidermis"
"SMED30020371",1.25621729874757e-236,0.690296556495241,0.798,0.25,4.22955802315321e-232,73,"Hemicentin 1","Protonephridia"
"SMED30020371",1.06450752100913e-39,-0.292678482058516,0.149,0.252,3.58409037248564e-35,26,"Hemicentin 1","Neural"
